species,strain,source_lab,latitude,longitude,landscape,substrate,substrate_temp,ambient_temp,substrate_moisture,ambient_humidity,photo,isolation_date
C. elegans,ECA771,ECA,20.039864,-155.441644,Forest,Leaf litter,20.5,22.6,67,84.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2879.jpg,8/17/17
C. elegans,ECA772,ECA,20.039908,-155.441503,Forest,Fruit,21.5,NA,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3155.jpg,8/17/17
C. elegans,ECA773,ECA,20.039864,-155.441644,Forest,Leaf litter,20.5,22.6,67,84.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2879.jpg,8/17/17
C. elegans,ECA774,ECA,20.039869,-155.441531,Forest,Fruit,19.4,24,NA,78.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.jpg,8/17/17
C. elegans,ECA775,ECA,20.039869,-155.441531,Forest,Fruit,19.4,24,NA,78.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.jpg,8/17/17
C. elegans,ECA776,ECA,20.039869,-155.441531,Forest,Fruit,19.4,24,NA,78.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.jpg,8/17/17
C. elegans,ECA777,ECA,20.039908,-155.441503,Forest,Fruit,21.5,NA,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3155.jpg,8/17/17
C. elegans,ECA778,ECA,20.039908,-155.441503,Forest,Fruit,21.5,NA,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3155.jpg,8/17/17
C. elegans,ECA779,ECA,20.039858,-155.441608,Forest,Fruit,20.6,22.6,NA,83.1,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2824.jpg,8/17/17
C. elegans,ECA780,ECA,20.039858,-155.441608,Forest,Fruit,20.6,22.6,NA,83.1,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2824.jpg,8/17/17
C. elegans,ECA781,ECA,20.039858,-155.441608,Forest,Fruit,20.6,22.6,NA,83.1,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2824.jpg,8/17/17
C. elegans,ECA782,ECA,20.039875,-155.441608,Forest,Rotting flower,20.1,22.6,NA,80.5,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2836.jpg,8/17/17
C. elegans,ECA783,ECA,20.039783,-155.441481,Forest,Fruit,19,23.3,NA,77.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg,8/17/17
C. elegans,ECA784,ECA,20.039783,-155.441481,Forest,Fruit,19,23.3,NA,77.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg,8/17/17
C. elegans,ECA785,ECA,20.039783,-155.441481,Forest,Fruit,19,23.3,NA,77.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg,8/17/17
C. elegans,ECA786,ECA,20.039875,-155.441608,Forest,Rotting flower,20.1,22.6,NA,80.5,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2836.jpg,8/17/17
C. elegans,ECA787,ECA,20.039783,-155.441481,Forest,Fruit,19,23.3,NA,77.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg,8/17/17
C. elegans,ECA807,ECA,20.039869,-155.441531,Forest,Fruit,19.4,24,NA,78.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.jpg,8/17/17
C. elegans,ECA808,ECA,20.039858,-155.441608,Forest,Fruit,20.6,22.6,NA,83.1,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2824.jpg,8/17/17
C. elegans,ECA809,ECA,20.039783,-155.441481,Forest,Fruit,19,23.3,NA,77.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg,8/17/17
C. elegans,ECA810,ECA,20.039897,-155.441531,Forest,Leaf litter,19.8,22.6,67.5,81.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3151.jpg,8/17/17
C. elegans,ECA811,ECA,20.039897,-155.441531,Forest,Leaf litter,19.8,22.6,67.5,81.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3151.jpg,8/17/17
C. elegans,ECA812,ECA,20.039917,-155.441542,Forest,Leaf litter,19.8,22.6,68.5,80.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.jpg,8/17/17
C. elegans,ECA813,ECA,20.039917,-155.441542,Forest,Leaf litter,19.8,22.6,68.5,80.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.jpg,8/17/17
C. elegans,ECA922,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA923,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA924,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA925,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA926,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA927,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA928,ECA,21.290067,-157.707918,Urban garden,Rotting fungus,NA,NA,NA,NA,NA,12/1/17
C. elegans,ECA930,ZAS,31.778363,35.197931,Urban garden,Rotting fruit,NA,NA,NA,NA,NA,12/14/17
C. elegans,ECA1072,ECA,-34.8434,-56.1199,Rural garden,Rotting fruit,12,NA,NA,NA,"Plate8back.jpg, Plate8front.jpg",5/19/18
C. elegans,ECA1073,ECA,-34.8434,-56.1199,Rural garden,Rotting fruit,12,NA,NA,NA,"Plate9back.jpg, Plate9front.jpg",5/19/18
C. elegans,ECA1069,ECA,-34.89411879,-56.15794301,Rural garden,Rotting fruit,17,NA,NA,NA,"Plate5back.jpg, Plate5front.jpg",5/20/18
C. elegans,ECA1070,ECA,-34.8934668,-56.15637202,Rural garden,Rotting fruit,17,NA,NA,NA,"Plate6back.jpg, Plate6front.jpg",5/20/18
C. elegans,ECA1071,ECA,-34.8934668,-56.15637202,Rural garden,Rotting fruit,17,NA,NA,NA,"Plate7back.jpg, Plate7front.jpg",5/20/18
C. elegans,ECA1074,ECA,-34.89623486,-56.15625241,Rural garden,Rotting fruit,14,NA,NA,NA,"Plate11back.jpg, Plate11front.jpg",5/22/18
C. elegans,ECA1234,ECA,19.441803,-155.304619,Wild forest,Flower,17.1,19.2,NA,84.5,https://web.fulcrumapp.com/photos/view?photos=1f0c72b9-f66f-47c6-9e42-6e286c432997,11/10/18
C. elegans,ECA1235,ECA,19.441803,-155.304619,Wild forest,Flower,17.1,19.2,NA,84.5,https://web.fulcrumapp.com/photos/view?photos=1f0c72b9-f66f-47c6-9e42-6e286c432997,11/10/18
C. elegans,ECA1236,ECA,19.441803,-155.304619,Wild forest,Flower,17.1,19.2,NA,84.5,https://web.fulcrumapp.com/photos/view?photos=1f0c72b9-f66f-47c6-9e42-6e286c432997,11/10/18
C. elegans,ECA1237,ECA,19.441803,-155.304619,Wild forest,Flower,17.1,19.2,NA,84.5,https://web.fulcrumapp.com/photos/view?photos=1f0c72b9-f66f-47c6-9e42-6e286c432997,11/10/18
C. elegans,ECA1184,ECA,19.440064,-155.302017,Wild forest,Flower,18.3,20.2,NA,74.5,https://web.fulcrumapp.com/photos/view?photos=d5748a75-c4a5-40dd-9375-7b22765978e8,11/11/18
C. elegans,ECA1185,ECA,19.440064,-155.302017,Wild forest,Flower,18.3,20.2,NA,74.5,https://web.fulcrumapp.com/photos/view?photos=d5748a75-c4a5-40dd-9375-7b22765978e8,11/11/18
C. elegans,ECA1194,ECA,19.439611,-155.304014,Wild forest,Leaf litter,17.9,17.8,69,89.2,NA,11/11/18
C. elegans,ECA1195,ECA,19.439611,-155.304014,Wild forest,Leaf litter,17.9,17.8,69,89.2,NA,11/11/18
C. elegans,ECA1186,ECA,19.114569,-155.820194,Wild forest,Leaf litter,20.1,21.2,62,87.5,NA,11/12/18
C. elegans,ECA1187,ECA,19.441892,-155.301294,Wild forest,Leaf litter,17.5,19.2,57,82.3,https://web.fulcrumapp.com/photos/view?photos=d51cb752-0aa4-48d7-965d-6d4899cdecbc,11/12/18
C. elegans,ECA1188,ECA,19.441892,-155.301294,Wild forest,Leaf litter,17.5,19.2,57,82.3,https://web.fulcrumapp.com/photos/view?photos=d51cb752-0aa4-48d7-965d-6d4899cdecbc,11/12/18
C. elegans,ECA1189,ECA,19.441892,-155.301294,Wild forest,Leaf litter,17.5,19.2,57,82.3,https://web.fulcrumapp.com/photos/view?photos=d51cb752-0aa4-48d7-965d-6d4899cdecbc,11/12/18
C. elegans,ECA1190,ECA,19.441892,-155.301294,Wild forest,Leaf litter,17.5,19.2,57,82.3,https://web.fulcrumapp.com/photos/view?photos=d51cb752-0aa4-48d7-965d-6d4899cdecbc,11/12/18
C. elegans,ECA1191,ECA,19.442856,-155.301722,Wild forest,Leaf litter,16.6,19.2,67.5,86.7,https://web.fulcrumapp.com/photos/view?photos=b526ef0a-6d54-47af-8e30-e2f350c78fd2,11/12/18
C. elegans,ECA1192,ECA,19.439969,-155.305067,Wild forest,Leaf litter,17.8,19.2,46,83.3,NA,11/12/18
C. elegans,ECA1193,ECA,19.439969,-155.305067,Wild forest,Leaf litter,17.8,19.2,46,83.3,NA,11/12/18
C. elegans,ECA1196,ECA,19.442856,-155.301722,Wild forest,Leaf litter,16.6,19.2,67.5,86.7,https://web.fulcrumapp.com/photos/view?photos=b526ef0a-6d54-47af-8e30-e2f350c78fd2,11/12/18
C. elegans,ECA1197,ECA,19.441142,-155.304914,Wild forest,Leaf litter,17.8,19.2,66,78.9,NA,11/12/18
C. elegans,ECA1198,ECA,19.441142,-155.304914,Wild forest,Leaf litter,17.8,19.2,66,78.9,NA,11/12/18
C. elegans,ECA1199,ECA,19.438994,-155.303422,Wild forest,Leaf litter,16.8,17.1,65.5,90.1,NA,11/12/18
C. elegans,ECA1238,ECA,19.438925,-155.303367,Wild forest,Leaf litter,17.5,17.1,70,89.6,https://web.fulcrumapp.com/photos/view?photos=a4eb5c43-d245-4ed8-b91b-b19d133dda36,11/12/18
C. elegans,ECA1239,ECA,19.438994,-155.303422,Wild forest,Leaf litter,16.8,17.1,65.5,90.1,NA,11/12/18
C. elegans,ECA1242,ECA,19.438603,-155.303339,Wild forest,Leaf litter,17.5,17.8,64,84.7,https://web.fulcrumapp.com/photos/view?photos=20f5146d-201d-4d1b-9e47-c0e679a2a912,11/12/18
C. elegans,ECA1250,ECA,19.438661,-155.303442,Wild forest,Leaf litter,17.1,17.8,70,87.2,https://web.fulcrumapp.com/photos/view?photos=66953e5f-9720-44cc-a7ef-960dcb11f468,11/12/18
C. elegans,ECA1251,ECA,19.438661,-155.303442,Wild forest,Leaf litter,17.1,17.8,70,87.2,https://web.fulcrumapp.com/photos/view?photos=66953e5f-9720-44cc-a7ef-960dcb11f468,11/12/18
C. elegans,ECA1252,ECA,19.438925,-155.303367,Wild forest,Leaf litter,17.5,17.1,70,89.6,https://web.fulcrumapp.com/photos/view?photos=a4eb5c43-d245-4ed8-b91b-b19d133dda36,11/12/18
C. elegans,ECA1253,ECA,19.438925,-155.303367,Wild forest,Leaf litter,17.5,17.1,70,89.6,https://web.fulcrumapp.com/photos/view?photos=a4eb5c43-d245-4ed8-b91b-b19d133dda36,11/12/18
C. elegans,ECA1229,ECA,19.105403,-155.697525,Wild forest,Leaf litter,22.5,26,64,59.9,NA,11/13/18
C. elegans,ECA1231,ECA,19.105403,-155.697525,Wild forest,Leaf litter,22.5,26,64,59.9,NA,11/13/18
C. elegans,ECA1233,ECA,19.105403,-155.697525,Wild forest,Leaf litter,22.5,26,64,59.9,NA,11/13/18
C. elegans,ECA1240,ECA,19.441797,-155.304625,Wild forest,Leaf litter,17.1,19.2,70,84.3,https://web.fulcrumapp.com/photos/view?photos=78c21f9e-e122-487d-bf0b-efec83b3a959,11/13/18
C. elegans,ECA1241,ECA,19.105403,-155.697525,Wild forest,Leaf litter,22.5,26,64,59.9,NA,11/13/18
C. elegans,ECA1243,ECA,19.120139,-155.819614,Wild forest,Nut,21,24.7,NA,75.7,https://web.fulcrumapp.com/photos/view?photos=c92572ae-86cc-4c19-9ae0-0b88d5a77bc8,11/15/18
C. elegans,ECA1259,ECA,19.120686,-155.819683,Wild forest,Fruit,20.6,24,NA,76.6,https://web.fulcrumapp.com/photos/view?photos=f7ff43d8-6fb2-4fd6-9d0b-d26abafaa2e2,11/15/18
C. elegans,ECA1260,ECA,19.120686,-155.819683,Wild forest,Fruit,20.6,24,NA,76.6,https://web.fulcrumapp.com/photos/view?photos=f7ff43d8-6fb2-4fd6-9d0b-d26abafaa2e2,11/15/18
C. elegans,ECA1265,ECA,19.115406,-155.818569,Wild forest,Leaf litter,20.2,22.6,66,84.1,https://web.fulcrumapp.com/photos/view?photos=846ac0fb-97e4-4857-be6a-46c9c4a7257f,11/15/18
C. elegans,ECA1266,ECA,19.115406,-155.818569,Wild forest,Leaf litter,20.2,22.6,66,84.1,https://web.fulcrumapp.com/photos/view?photos=846ac0fb-97e4-4857-be6a-46c9c4a7257f,11/15/18
C. elegans,ECA1267,ECA,19.120686,-155.819683,Wild forest,Fruit,20.6,24,NA,76.6,https://web.fulcrumapp.com/photos/view?photos=f7ff43d8-6fb2-4fd6-9d0b-d26abafaa2e2,11/15/18
C. elegans,ECA1268,ECA,19.120686,-155.819683,Wild forest,Fruit,20.6,24,NA,76.6,https://web.fulcrumapp.com/photos/view?photos=f7ff43d8-6fb2-4fd6-9d0b-d26abafaa2e2,11/15/18
C. elegans,ECA1269,ECA,19.120686,-155.819683,Wild forest,Fruit,20.6,24,NA,76.6,https://web.fulcrumapp.com/photos/view?photos=f7ff43d8-6fb2-4fd6-9d0b-d26abafaa2e2,11/15/18
C. elegans,ECA1270,ECA,19.120692,-155.819656,Wild forest,Fruit,20.4,24,NA,75.4,https://web.fulcrumapp.com/photos/view?photos=60f560dd-b93c-46eb-af89-0f2478077853,11/15/18
C. elegans,ECA1271,ECA,19.120692,-155.819656,Wild forest,Fruit,20.4,24,NA,75.4,https://web.fulcrumapp.com/photos/view?photos=60f560dd-b93c-46eb-af89-0f2478077853,11/15/18
C. elegans,ECA1286,ECA,19.120631,-155.819753,Wild forest,Leaf litter,20.7,24,61.5,75.5,https://web.fulcrumapp.com/photos/view?photos=a0db95c3-d70c-452e-a468-1273f372ab1a,11/15/18
C. elegans,ECA1287,ECA,19.120139,-155.819614,Wild forest,Nut,21,24.7,NA,75.7,https://web.fulcrumapp.com/photos/view?photos=c92572ae-86cc-4c19-9ae0-0b88d5a77bc8,11/15/18
C. elegans,ECA1288,ECA,19.115289,-155.819194,Wild forest,Leaf litter,20.5,21.9,64,84.8,https://web.fulcrumapp.com/photos/view?photos=db934764-6948-4209-bfac-9b6781e0f1a9,11/15/18
C. elegans,ECA1289,ECA,19.119419,-155.821783,Wild forest,Leaf litter,20.3,24.7,69,72.7,NA,11/15/18
C. elegans,ECA1290,ECA,19.120631,-155.819753,Wild forest,Leaf litter,20.7,24,61.5,75.5,https://web.fulcrumapp.com/photos/view?photos=a0db95c3-d70c-452e-a468-1273f372ab1a,11/15/18
C. elegans,ECA1244,ECA,20.039703,-155.441433,Wild forest,Fruit,20.9,23.3,NA,85.8,https://web.fulcrumapp.com/photos/view?photos=2c12b26f-cce7-4571-afe8-27f8da4f9e3c,11/16/18
C. elegans,ECA1245,ECA,20.039703,-155.441433,Wild forest,Fruit,20.9,23.3,NA,85.8,https://web.fulcrumapp.com/photos/view?photos=2c12b26f-cce7-4571-afe8-27f8da4f9e3c,11/16/18
C. elegans,ECA1246,ECA,19.7205,-155.947706,Wild forest,Flower,19.8,20.5,NA,90.1,https://web.fulcrumapp.com/photos/view?photos=298634dc-5df3-4525-ba65-2aae2e21f504,11/16/18
C. elegans,ECA1247,ECA,19.7205,-155.947706,Wild forest,Flower,19.8,20.5,NA,90.1,https://web.fulcrumapp.com/photos/view?photos=298634dc-5df3-4525-ba65-2aae2e21f504,11/16/18
C. elegans,ECA1248,ECA,19.7205,-155.947706,Wild forest,Flower,19.8,20.5,NA,90.1,https://web.fulcrumapp.com/photos/view?photos=298634dc-5df3-4525-ba65-2aae2e21f504,11/16/18
C. elegans,ECA1249,ECA,20.041411,-155.443828,Wild forest,Fruit,21.3,24,NA,86.5,https://web.fulcrumapp.com/photos/view?photos=38120a10-0885-467f-80a2-fb521ba3a060,11/16/18
C. elegans,ECA1254,ECA,20.041411,-155.443828,Wild forest,Fruit,21.3,24,NA,86.5,https://web.fulcrumapp.com/photos/view?photos=38120a10-0885-467f-80a2-fb521ba3a060,11/16/18
C. elegans,ECA1255,ECA,20.041411,-155.443828,Wild forest,Fruit,21.3,24,NA,86.5,https://web.fulcrumapp.com/photos/view?photos=38120a10-0885-467f-80a2-fb521ba3a060,11/16/18
C. elegans,ECA1256,ECA,20.041411,-155.443828,Wild forest,Fruit,21.3,24,NA,86.5,https://web.fulcrumapp.com/photos/view?photos=38120a10-0885-467f-80a2-fb521ba3a060,11/16/18
C. elegans,ECA1257,ECA,20.041411,-155.443828,Wild forest,Fruit,21.3,24,NA,86.5,https://web.fulcrumapp.com/photos/view?photos=38120a10-0885-467f-80a2-fb521ba3a060,11/16/18
C. elegans,ECA1258,ECA,20.041411,-155.443828,Wild forest,Fruit,21.3,24,NA,86.5,https://web.fulcrumapp.com/photos/view?photos=38120a10-0885-467f-80a2-fb521ba3a060,11/16/18
C. elegans,ECA1261,ECA,19.115236,-155.819108,Wild forest,Leaf litter,20.4,21.9,67,85,https://web.fulcrumapp.com/photos/view?photos=ec3e8677-4529-462c-8f3f-329a74a8d71e,11/16/18
C. elegans,ECA1262,ECA,19.720131,-155.948586,Wild forest,Fruit,20.2,21.2,NA,88.7,https://web.fulcrumapp.com/photos/view?photos=61fd02fd-4645-4918-b511-ab6cac47cf2c,11/16/18
C. elegans,ECA1263,ECA,19.720131,-155.948586,Wild forest,Fruit,20.2,21.2,NA,88.7,https://web.fulcrumapp.com/photos/view?photos=61fd02fd-4645-4918-b511-ab6cac47cf2c,11/16/18
C. elegans,ECA1264,ECA,19.720131,-155.948586,Wild forest,Fruit,20.2,21.2,NA,88.7,https://web.fulcrumapp.com/photos/view?photos=61fd02fd-4645-4918-b511-ab6cac47cf2c,11/16/18
C. elegans,ECA1272,ECA,19.7205,-155.947706,Wild forest,Flower,19.8,20.5,NA,90.1,https://web.fulcrumapp.com/photos/view?photos=298634dc-5df3-4525-ba65-2aae2e21f504,11/16/18
C. elegans,ECA1273,ECA,19.720131,-155.948586,Wild forest,Fruit,20.2,21.2,NA,88.7,https://web.fulcrumapp.com/photos/view?photos=61fd02fd-4645-4918-b511-ab6cac47cf2c,11/16/18
C. elegans,ECA1274,ECA,19.7205,-155.947706,Wild forest,Flower,19.8,20.5,NA,90.1,https://web.fulcrumapp.com/photos/view?photos=298634dc-5df3-4525-ba65-2aae2e21f504,11/16/18
C. elegans,ECA1275,ECA,19.720131,-155.948586,Wild forest,Fruit,20.2,21.2,NA,88.7,https://web.fulcrumapp.com/photos/view?photos=61fd02fd-4645-4918-b511-ab6cac47cf2c,11/16/18
C. elegans,ECA1284,ECA,20.038594,-155.439978,Wild forest,Leaf litter,20.1,21.2,62,88.7,https://web.fulcrumapp.com/photos/view?photos=3d14a011-0a6a-4bfd-8129-33d24e6d5cb1,11/16/18
C. elegans,ECA1285,ECA,20.038594,-155.439978,Wild forest,Leaf litter,20.1,21.2,62,88.7,https://web.fulcrumapp.com/photos/view?photos=3d14a011-0a6a-4bfd-8129-33d24e6d5cb1,11/16/18
C. elegans,ECA1291,ECA,20.039703,-155.441433,Wild forest,Fruit,20.9,23.3,NA,85.8,https://web.fulcrumapp.com/photos/view?photos=2c12b26f-cce7-4571-afe8-27f8da4f9e3c,11/16/18
C. elegans,ECA1292,ECA,20.038475,-155.438331,Wild forest,Leaf litter,20.5,24,59.5,78.7,https://web.fulcrumapp.com/photos/view?photos=6e0f0469-7c95-45ee-bb6d-0d96a6eb26f5,11/16/18
C. elegans,ECA1293,ECA,19.720489,-155.947719,Wild forest,Leaf litter,19.8,20.5,68.5,91.4,https://web.fulcrumapp.com/photos/view?photos=d8bc8810-bccc-45d3-a41a-e4e94370952c,11/16/18
C. elegans,ECA1294,ECA,19.720489,-155.947719,Wild forest,Leaf litter,19.8,20.5,68.5,91.4,https://web.fulcrumapp.com/photos/view?photos=d8bc8810-bccc-45d3-a41a-e4e94370952c,11/16/18
C. elegans,ECA1295,ECA,20.038475,-155.438331,Wild forest,Leaf litter,20.5,24,59.5,78.7,https://web.fulcrumapp.com/photos/view?photos=6e0f0469-7c95-45ee-bb6d-0d96a6eb26f5,11/16/18
C. elegans,ECA1296,ECA,20.038475,-155.438331,Wild forest,Leaf litter,20.5,24,59.5,78.7,https://web.fulcrumapp.com/photos/view?photos=6e0f0469-7c95-45ee-bb6d-0d96a6eb26f5,11/16/18
C. elegans,ECA1297,ECA,20.038475,-155.438331,Wild forest,Leaf litter,20.5,24,59.5,78.7,https://web.fulcrumapp.com/photos/view?photos=6e0f0469-7c95-45ee-bb6d-0d96a6eb26f5,11/16/18
C. elegans,ECA1298,ECA,20.038475,-155.438331,Wild forest,Leaf litter,20.5,24,59.5,78.7,https://web.fulcrumapp.com/photos/view?photos=6e0f0469-7c95-45ee-bb6d-0d96a6eb26f5,11/16/18
C. elegans,ECA1200,ECA,20.039569,-155.440386,Wild forest,Leaf litter,20.8,23.3,67.5,84.5,https://web.fulcrumapp.com/photos/view?photos=6c3fda3d-3ec2-4232-bc52-7213b55c5bd2,11/18/18
C. elegans,ECA1201,ECA,19.718972,-155.949094,Wild forest,Leaf litter,20.1,21.9,67.5,83.1,NA,11/19/18
C. elegans,ECA1202,ECA,19.718972,-155.949094,Wild forest,Leaf litter,20.1,21.9,67.5,83.1,NA,11/19/18
C. elegans,ECA1203,ECA,19.718953,-155.951536,Wild forest,Flower,20.8,21.9,NA,87.7,NA,11/19/18
C. elegans,ECA1204,ECA,19.718953,-155.951536,Wild forest,Flower,20.8,21.9,NA,87.7,NA,11/19/18
C. elegans,ECA1205,ECA,19.718953,-155.951536,Wild forest,Flower,20.8,21.9,NA,87.7,NA,11/19/18
C. elegans,ECA1206,ECA,19.718972,-155.949094,Wild forest,Leaf litter,20.1,21.9,67.5,83.1,NA,11/19/18
C. elegans,ECA1207,ECA,19.718953,-155.951536,Wild forest,Flower,20.8,21.9,NA,87.7,NA,11/19/18
C. elegans,ECA1208,ECA,19.718953,-155.951536,Wild forest,Flower,20.8,21.9,NA,87.7,NA,11/19/18
C. elegans,ECA1209,ECA,19.718764,-155.948872,Wild forest,Flower,21.2,23.3,NA,80.4,NA,11/19/18
C. elegans,ECA1210,ECA,19.718764,-155.948872,Wild forest,Flower,21.2,23.3,NA,80.4,NA,11/19/18
C. elegans,ECA1211,ECA,19.718764,-155.948872,Wild forest,Flower,21.2,23.3,NA,80.4,NA,11/19/18
C. elegans,ECA1212,ECA,19.718764,-155.948872,Wild forest,Flower,21.2,23.3,NA,80.4,NA,11/19/18
C. elegans,ECA1213,ECA,19.718764,-155.948872,Wild forest,Flower,21.2,23.3,NA,80.4,NA,11/19/18
C. elegans,ECA1214,ECA,19.718764,-155.948872,Wild forest,Flower,21.2,23.3,NA,80.4,NA,11/19/18
C. elegans,ECA1215,ECA,19.720575,-155.947653,Wild forest,Fungus,19.8,20.5,NA,91.1,https://web.fulcrumapp.com/photos/view?photos=a9184a0d-98ec-4c59-849d-3c92164cfe17,11/19/18
C. elegans,ECA1216,ECA,19.720575,-155.947653,Wild forest,Fungus,19.8,20.5,NA,91.1,https://web.fulcrumapp.com/photos/view?photos=a9184a0d-98ec-4c59-849d-3c92164cfe17,11/19/18
C. elegans,ECA1217,ECA,19.720575,-155.947653,Wild forest,Fungus,19.8,20.5,NA,91.1,https://web.fulcrumapp.com/photos/view?photos=a9184a0d-98ec-4c59-849d-3c92164cfe17,11/19/18
C. elegans,ECA1218,ECA,19.720575,-155.947653,Wild forest,Fungus,19.8,20.5,NA,91.1,https://web.fulcrumapp.com/photos/view?photos=a9184a0d-98ec-4c59-849d-3c92164cfe17,11/19/18
C. elegans,ECA1219,ECA,19.720719,-155.94765,Wild forest,Leaf litter,19.5,20.5,62.5,90.7,https://web.fulcrumapp.com/photos/view?photos=75f6f384-76f7-4644-8eda-6f0916a46d82,11/19/18
C. elegans,ECA1220,ECA,20.039722,-155.441483,Wild forest,Fruit,21.3,23.3,NA,83.6,https://web.fulcrumapp.com/photos/view?photos=6599acdf-264b-49b7-bae7-8256d6c446ec,11/19/18
C. elegans,ECA1221,ECA,20.039722,-155.441483,Wild forest,Fruit,21.3,23.3,NA,83.6,https://web.fulcrumapp.com/photos/view?photos=6599acdf-264b-49b7-bae7-8256d6c446ec,11/19/18
C. elegans,ECA1222,ECA,19.7188,-155.954483,Wild forest,Fruit,20.4,21.2,NA,89,NA,11/19/18
C. elegans,ECA1223,ECA,19.7188,-155.954483,Wild forest,Fruit,20.4,21.2,NA,89,NA,11/19/18
C. elegans,ECA1225,ECA,19.7188,-155.954483,Wild forest,Fruit,20.4,21.2,NA,89,NA,11/19/18
C. elegans,ECA1227,ECA,19.7188,-155.954483,Wild forest,Fruit,20.4,21.2,NA,89,NA,11/19/18
C. elegans,ECA1276,ECA,20.040864,-155.443772,Wild forest,Leaf litter,20.9,22.6,58,86.5,https://web.fulcrumapp.com/photos/view?photos=25efc991-07b3-4a64-bc90-d802680a55d9,11/19/18
C. elegans,ECA1277,ECA,20.040864,-155.443772,Wild forest,Leaf litter,20.9,22.6,58,86.5,https://web.fulcrumapp.com/photos/view?photos=25efc991-07b3-4a64-bc90-d802680a55d9,11/19/18
C. elegans,ECA1278,ECA,20.040864,-155.443772,Wild forest,Leaf litter,20.9,22.6,58,86.5,https://web.fulcrumapp.com/photos/view?photos=25efc991-07b3-4a64-bc90-d802680a55d9,11/19/18
C. elegans,ECA1279,ECA,19.720103,-155.948617,Wild forest,Flower,20.4,21.9,NA,89.6,https://web.fulcrumapp.com/photos/view?photos=1e1fba36-dcb6-4d3a-9645-3a1cd1b61788,11/19/18
C. elegans,ECA1281,ECA,19.720103,-155.948617,Wild forest,Flower,20.4,21.9,NA,89.6,https://web.fulcrumapp.com/photos/view?photos=1e1fba36-dcb6-4d3a-9645-3a1cd1b61788,11/19/18
C. elegans,ECA1282,ECA,19.720103,-155.948617,Wild forest,Flower,20.4,21.9,NA,89.6,https://web.fulcrumapp.com/photos/view?photos=1e1fba36-dcb6-4d3a-9645-3a1cd1b61788,11/19/18
C. elegans,ECA1283,ECA,19.720103,-155.948617,Wild forest,Flower,20.4,21.9,NA,89.6,https://web.fulcrumapp.com/photos/view?photos=1e1fba36-dcb6-4d3a-9645-3a1cd1b61788,11/19/18
C. elegans,ECA243,CGC,44.85,0.48,Urban garden,Soil,NA,NA,NA,NA,NA,NA
C. elegans,ECA244,CB,44.85,0.48,Urban garden,Soil,NA,NA,NA,NA,NA,NA
C. oiwi,ECA817,ECA,21.351381,-157.806161,Wild forest,Rotting flower,22.5,24.7,43.5,78.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0053.jpg,8/3/17
C. oiwi,ECA818,ECA,21.354133,-157.810183,Wild forest,Rotting flower,22.6,24.7,57,78.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0055.jpg,8/3/17
